name,vacancy_rate,rental_stock,population,rental_pop,region,state
Macquarie,1.23,18,2703.0,39.01,ACT,Australian Capital Territory
McKellar,0.39,4,2746.0,19.28,ACT,Australian Capital Territory
Melba,0.47,6,3144.0,19.59,ACT,Australian Capital Territory
Page,0.66,9,3020.0,35.43,ACT,Australian Capital Territory
Scullin,0.54,7,2934.0,30.54,ACT,Australian Capital Territory
Spence,0.1,1,2582.0,20.14,ACT,Australian Capital Territory
Weetangera,0.28,3,2578.0,13.29,ACT,Australian Capital Territory
Hume,,0,,,ACT,Australian Capital Territory
Canberra Airport,,0,100.0,93.75,ACT,Australian Capital Territory
Amaroo,1.03,22,5709.0,22.69,ACT,Australian Capital Territory
Bonner,1.19,26,6730.0,26.48,ACT,Australian Capital Territory
Casey,0.91,22,5756.0,23.16,ACT,Australian Capital Territory
Crace,1.25,21,4458.0,29.48,ACT,Australian Capital Territory
Forde,0.55,8,4313.0,21.08,ACT,Australian Capital Territory
Gungahlin,1.41,61,6138.0,49.46,ACT,Australian Capital Territory
Hall,,0,275.0,16.94,ACT,Australian Capital Territory
Harrison,1.58,46,7688.0,39.88,ACT,Australian Capital Territory
Mitchell,,0,1310.0,56.05,Bathurst Regional,New South Wales
Ngunnawal,0.74,31,10483.0,26.23,ACT,Australian Capital Territory
Nicholls,0.49,12,6868.0,15.23,ACT,Australian Capital Territory
Jacka,0.93,5,666.0,19.34,ACT,Australian Capital Territory
Moncrieff,21.11,19,103.0,,ACT,Australian Capital Territory
Throsby,,8,,,ACT,Australian Capital Territory
Ainslie,0.86,20,5186.0,33.48,ACT,Australian Capital Territory
Braddon,2.73,127,5504.0,56.76,ACT,Australian Capital Territory
Dickson,2.64,58,2150.0,44.37,ACT,Australian Capital Territory
Downer,1.24,22,3660.0,34.14,ACT,Australian Capital Territory
Hackett,1.37,18,2997.0,23.55,ACT,Australian Capital Territory
Lyneham,1.7,53,5114.0,45.46,ACT,Australian Capital Territory
Turner,2.22,60,4048.0,52.91,ACT,Australian Capital Territory
Watson,1.32,44,5864.0,36.26,ACT,Australian Capital Territory
Black Mountain,,0,1439.0,10.72,Noosa,Queensland
Campbell,2.32,62,5003.0,32.56,ACT,Australian Capital Territory
Reid,2.37,37,1634.0,45.31,ACT,Australian Capital Territory
Deakin,1.09,15,2873.0,21.6,ACT,Australian Capital Territory
Forrest,2.32,23,1612.0,25.31,ACT,Australian Capital Territory
Narrabundah,0.96,30,5964.0,35.26,ACT,Australian Capital Territory
Yarralumla,1.39,20,2892.0,21.51,ACT,Australian Capital Territory
Barton,2.43,27,1436.0,39.73,ACT,Australian Capital Territory
Fyshwick,,0,58.0,100.0,ACT,Australian Capital Territory
Banks,0.27,5,4968.0,18.5,ACT,Australian Capital Territory
Bonython,0.64,10,3784.0,29.6,ACT,Australian Capital Territory
Calwell,0.51,11,5758.0,17.53,ACT,Australian Capital Territory
Chisholm,0.45,9,5123.0,18.52,ACT,Australian Capital Territory
Conder,,0,5058.0,18.96,ACT,Australian Capital Territory
Fadden,0.54,6,2950.0,7.19,ACT,Australian Capital Territory
Gilmore,0.68,7,2750.0,24.49,ACT,Australian Capital Territory
Greenway,1.83,45,1890.0,44.51,ACT,Australian Capital Territory
Isabella Plains,0.29,5,4401.0,20.95,ACT,Australian Capital Territory
Kambah,0.3,19,14899.0,20.32,ACT,Australian Capital Territory
Macarthur,,0,1430.0,9.51,ACT,Australian Capital Territory
Monash,0.22,5,5434.0,19.85,ACT,Australian Capital Territory
Mount Taylor,,0,290.0,11.9,East Gippsland,Victoria
Richardson,0.34,4,3009.0,23.27,ACT,Australian Capital Territory
Theodore,0.28,4,3804.0,18.0,ACT,Australian Capital Territory
Wanniassa,0.32,10,7510.0,19.72,ACT,Australian Capital Territory
Chapman,0.55,6,2683.0,10.14,ACT,Australian Capital Territory
Duffy,0.3,4,3166.0,18.92,ACT,Australian Capital Territory
Fisher,0.68,9,3005.0,16.85,ACT,Australian Capital Territory
Holder,0.76,9,2609.0,18.81,ACT,Australian Capital Territory
Rivett,0.5,7,3189.0,24.14,ACT,Australian Capital Territory
Waramanga,0.33,4,2630.0,27.12,ACT,Australian Capital Territory
Weston,0.49,8,3690.0,23.33,Cessnock,New South Wales
Curtin,0.85,19,5231.0,23.39,ACT,Australian Capital Territory
Farrer,0.96,14,3225.0,18.58,ACT,Australian Capital Territory
Garran,1.4,20,3495.0,28.81,ACT,Australian Capital Territory
Hughes,1.11,14,2989.0,22.49,ACT,Australian Capital Territory
Isaacs,1.1,11,2341.0,18.15,ACT,Australian Capital Territory
Mawson,1.1,18,3251.0,35.13,ACT,Australian Capital Territory
O'Malley,1.66,6,991.0,7.12,ACT,Australian Capital Territory
Pearce,1.19,14,2577.0,24.53,ACT,Australian Capital Territory
Phillip,4.22,149,2935.0,50.55,ACT,Australian Capital Territory
Torrens,1.17,11,2205.0,23.73,ACT,Australian Capital Territory
Coombs,1.4,35,1806.0,12.39,ACT,Australian Capital Territory
Denman Prospect,,55,,,ACT,Australian Capital Territory
Wright,1.61,30,2758.0,18.83,ACT,Australian Capital Territory
Christmas Island,,0,1845.0,40.52,Unincorp. Other Territories,Other Territories
Jervis Bay,,0,392.0,61.86,Unincorp. Other Territories,Other Territories
Norfolk Island,,0,1745.0,20.65,Unincorp. Other Territories,Other Territories
East Jindabyne,2.18,12,699.0,15.8,Snowy Monaro Regional,New South Wales
North Batemans Bay,0.65,3,564.0,16.42,Eurobodalla,New South Wales
North Narooma,,0,620.0,12.21,Eurobodalla,New South Wales
North Gosford,0.81,19,3695.0,38.9,Central Coast,New South Wales
East Gosford,0.71,16,4237.0,35.55,Central Coast,New South Wales
West Gosford,1.29,12,1333.0,40.85,Central Coast,New South Wales
South Springfield,,0,25.0,42.86,Dorset,Tasmania
South Bathurst,1.05,8,1584.0,31.34,Bathurst Regional,New South Wales
West Bathurst,1.16,20,3677.0,31.67,Bathurst Regional,New South Wales
South Grafton,0.83,24,6069.0,29.48,Clarence Valley,New South Wales
South Maclean,0.85,11,1360.0,11.3,Logan,Queensland
North Dorrigo,,0,187.0,10.31,Bellingen,New South Wales
North Bourke,,0,285.0,8.88,Bourke,New South Wales
East Branxton,1.37,10,1810.0,30.67,Cessnock,New South Wales
South Maitland,1.19,3,467.0,20.63,Maitland,New South Wales
East Seaham,0.67,1,326.0,15.6,Port Stephens,New South Wales
East Corrimal,0.78,13,3404.0,35.29,Wollongong,New South Wales
North Wollongong,2.42,31,2602.0,51.79,Wollongong,New South Wales
West Wollongong,1.6,35,4827.0,32.3,Wollongong,New South Wales
East Kempsey,0.63,4,1358.0,29.7,Kempsey,New South Wales
South Kempsey,0.82,9,2305.0,25.13,Kempsey,New South Wales
West Kempsey,0.58,13,4922.0,35.06,Kempsey,New South Wales
North Macksville,,0,597.0,15.3,Nambucca,New South Wales
North Albury,1.51,46,6058.0,31.42,Albury,New South Wales
East Albury,1.25,39,6097.0,29.03,Albury,New South Wales
South Albury,1.58,15,1380.0,45.37,Albury,New South Wales
West Albury,1.24,22,3853.0,26.68,Albury,New South Wales
North Tamworth,1.91,57,5141.0,34.46,Tamworth Regional,New South Wales
East Tamworth,1.11,29,5341.0,27.6,Tamworth Regional,New South Wales
South Tamworth,1.26,42,6562.0,37.57,Tamworth Regional,New South Wales
West Tamworth,1.28,34,5199.0,40.28,Tamworth Regional,New South Wales
South Dudley,0.41,1,458.0,23.48,Bass Coast,Victoria
East Ballina,0.67,19,5567.0,26.58,Ballina,New South Wales
South Ballina,,0,37.0,,Ballina,New South Wales
West Ballina,0.66,10,3020.0,26.33,Ballina,New South Wales
North Casino,,0,949.0,4.73,Richmond Valley,New South Wales
North Lismore,,0,774.0,20.92,Lismore,New South Wales
East Lismore,1.07,25,4988.0,33.79,Lismore,New South Wales
South Lismore,0.71,6,1876.0,28.86,Lismore,New South Wales
South Murwillumbah,,0,1121.0,27.39,Tweed,New South Wales
South Gundagai,0.74,3,812.0,18.62,Gundagai,New South Wales
North Wagga Wagga,0.96,3,718.0,15.17,Wagga Wagga,New South Wales
East Wagga Wagga,1.46,2,236.0,24.53,Wagga Wagga,New South Wales
South Nowra,1.31,15,1929.0,23.51,Shoalhaven,New South Wales
West Nowra,0.7,5,1412.0,35.09,Shoalhaven,New South Wales
Central Colo,,0,31.0,,Hawkesbury,New South Wales
West Croydon,0.5,9,4135.0,24.36,Charles Sturt,South Australia
North Willoughby,1.38,23,4180.0,28.33,Willoughby,New South Wales
East Killara,1.0,10,2977.0,12.99,Ku-ring-gai,New South Wales
East Lindfield,1.59,20,3714.0,14.32,Ku-ring-gai,New South Wales
West Pymble,1.04,19,5297.0,10.99,Ku-ring-gai,New South Wales
North Turramurra,0.29,5,4258.0,10.78,Ku-ring-gai,New South Wales
South Turramurra,0.47,5,3087.0,8.87,Ku-ring-gai,New South Wales
North Balgowlah,0.33,4,3660.0,13.24,Northern Beaches,New South Wales
North Manly,0.53,6,3087.0,15.63,Northern Beaches,New South Wales
North Richmond,0.62,17,4978.0,28.47,Hawkesbury,New South Wales
West Richmond,0.4,2,969.0,30.29,West Torrens,South Australia
South Windsor,0.91,24,5896.0,40.49,Hawkesbury,New South Wales
South Guildford,0.69,13,3316.0,16.34,Swan,Western Australia
North Bendigo,1.76,39,4060.0,37.35,Greater Bendigo,Victoria
West Bendigo,,0,376.0,18.63,Greater Bendigo,Victoria
East Geelong,0.88,17,3863.0,25.41,Greater Geelong,Victoria
South Geelong,1.51,9,991.0,33.41,Greater Geelong,Victoria
North Wangaratta,,0,286.0,19.42,Wangaratta,Victoria
East Wangaratta,,0,72.0,,Wangaratta,Victoria
East Bairnsdale,0.51,4,1301.0,30.33,East Gippsland,Victoria
North Wonthaggi,0.42,7,2801.0,17.87,Bass Coast,Victoria
East Sale,,0,,,Wellington,Victoria
South Preston,,0,10.0,,Central Coast,Tasmania
North Lilydale,,0,82.0,,Launceston,Tasmania
South Kingsville,1.47,18,1948.0,36.21,Hobsons Bay,Victoria
East Trinity,,0,213.0,17.44,Cairns,Queensland
East Innisfail,0.35,3,1854.0,34.06,Cassowary Coast,Queensland
South Innisfail,,0,509.0,23.14,Cassowary Coast,Queensland
North Johnstone,,0,75.0,,Tablelands,Queensland
South Johnstone,,0,420.0,20.31,Cassowary Coast,Queensland
East Greenmount,,0,363.0,14.97,Toowoomba,Queensland
West Rockhampton,0.65,6,1829.0,28.91,Rockhampton,Queensland
South Gladstone,1.86,35,3300.0,35.45,Gladstone,Queensland
East Ipswich,0.62,7,2408.0,34.34,Ipswich,Queensland
West Ipswich,1.17,3,494.0,44.34,Ipswich,Queensland
North Tivoli,,0,100.0,38.1,Ipswich,Queensland
South Ripley,1.66,25,713.0,23.28,Ipswich,Queensland
North Eton,,0,186.0,20.24,Mackay,Queensland
South Golden Beach,0.71,3,817.0,26.36,Byron,New South Wales
East Toowoomba,1.55,45,5245.0,33.59,Toowoomba,Queensland
South Toowoomba,1.3,38,5226.0,38.3,Toowoomba,Queensland
East Nanango,,0,259.0,5.93,South Burnett,Queensland
South East Nanango,,0,292.0,10.37,South Burnett,Queensland
South Nanango,0.19,1,861.0,13.24,South Burnett,Queensland
South Stirling,,0,14.0,,Albany,Western Australia
North Blackwood,,0,52.0,,Hepburn,Victoria
East Beverley,,0,99.0,8.16,Beverley,Western Australia
West Hindmarsh,0.4,3,1532.0,32.96,Charles Sturt,South Australia
North Plympton,0.18,3,3224.0,32.01,West Torrens,South Australia
South Plympton,0.83,20,4176.0,27.91,Marion,South Australia
North Moonta,0.24,1,541.0,20.6,Copper Coast,South Australia
East Moonta,,0,151.0,10.53,Copper Coast,South Australia
East Augusta,,0,28.0,,Augusta-Margaret River,Western Australia
West Busselton,0.26,12,8520.0,26.63,Busselton,Western Australia
West Pinjarra,,0,409.0,6.99,Murray,Western Australia
East Cannington,0.54,14,5467.0,30.2,Canning,Western Australia
North Fremantle,1.02,23,3338.0,26.79,Fremantle,Western Australia
South Fremantle,0.56,10,3082.0,23.67,Fremantle,Western Australia
East Rockingham,,0,263.0,14.61,Rockingham,Western Australia
West Toodyay,,0,463.0,5.28,Toodyay,Western Australia
East Carnarvon,0.57,3,904.0,20.45,Carnarvon,Western Australia
South Carnarvon,0.2,1,972.0,28.99,Carnarvon,Western Australia
South Boulder,0.76,5,1378.0,22.76,Kalgoorlie/Boulder,Western Australia
South Kalgoorlie,1.16,24,4914.0,30.56,Kalgoorlie/Boulder,Western Australia
West Kalgoorlie,,0,,,Kalgoorlie/Boulder,Western Australia
South Greenough,,0,94.0,,Greater Geraldton,Western Australia
North Brighton,0.28,3,2270.0,16.59,Holdfast Bay,South Australia
South Brighton,0.46,6,2502.0,22.87,Holdfast Bay,South Australia
North Hobart,1.41,23,2490.0,44.52,Hobart,Tasmania
East Launceston,1.82,19,2141.0,26.19,Launceston,Tasmania
West Perth,1.79,73,5606.0,46.35,Perth,Western Australia
North Scottsdale,,0,123.0,,Dorset,Tasmania
West Scottsdale,,0,61.0,12.5,Dorset,Tasmania
South Burnie,1.02,2,338.0,19.23,Burnie,Tasmania
South Spreyton,0.53,1,513.0,2.23,Kentish,Tasmania
East Palmerston,,0,176.0,15.29,Cassowary Coast,Queensland
East Russell,,0,70.0,2.97,Cairns,Queensland
East Chapman,,0,41.0,100.0,Greater Geraldton,Western Australia
